
2023-12-07T02:23:48.060784000Z,light,0
2023-12-07T02:17:45.521926000Z,light,0
2023-12-07T02:11:44.083252000Z,light,0
2023-12-07T02:05:41.823877000Z,light,0
2023-12-07T01:59:36.657268000Z,light,0
2023-12-07T01:53:34.305554000Z,light,0
2023-12-07T01:47:32.789602000Z,light,0
2023-12-07T01:41:30.532623000Z,light,0
2023-12-07T01:35:28.801643000Z,light,0
2023-12-07T01:29:26.255641000Z,light,0
2023-12-07T01:23:24.687659000Z,light,0
2023-12-07T01:17:22.599724000Z,light,0
2023-12-07T01:11:20.508218000Z,light,0
2023-12-07T01:05:18.310645000Z,light,0
2023-12-07T00:59:16.577249000Z,light,0
2023-12-07T00:53:14.548925000Z,light,0
2023-12-07T00:47:12.758662000Z,light,0
2023-12-07T00:41:10.684958000Z,light,0
2023-12-07T00:35:08.583059000Z,light,0
2023-12-07T00:29:06.501336000Z,light,0
2023-12-07T00:23:04.735807000Z,light,0
2023-12-07T00:17:02.314915000Z,light,0
2023-12-07T00:11:00.806046000Z,light,0
2023-12-07T00:04:58.759797000Z,light,0
2023-12-06T23:58:56.673129000Z,light,0
2023-12-06T23:52:54.269555000Z,light,0
2023-12-06T23:46:52.486289000Z,light,0
2023-12-06T23:40:50.305501000Z,light,0
2023-12-06T23:34:48.618027000Z,light,0
2023-12-06T23:28:46.324724000Z,light,0
2023-12-06T23:22:44.751582000Z,light,0
2023-12-06T23:16:42.263879000Z,light,0
2023-12-06T23:10:40.267879000Z,light,0
2023-12-06T23:04:38.286569000Z,light,0
2023-12-06T22:58:35.579191000Z,light,0
2023-12-06T22:52:33.592634000Z,light,0
2023-12-06T22:46:31.293976000Z,light,0
2023-12-06T22:40:29.318759000Z,light,0
2023-12-06T22:34:27.740654000Z,light,0
2023-12-06T22:28:25.642715000Z,light,0
2023-12-06T22:22:23.349327000Z,light,0
2023-12-06T22:16:21.571276000Z,light,0
2023-12-06T22:10:19.570158000Z,light,0
2023-12-06T22:04:17.289332000Z,light,0
2023-12-06T21:58:14.288896000Z,light,0
2023-12-06T21:52:12.605936000Z,light,0
2023-12-06T21:46:10.512463000Z,light,0
2023-12-06T21:40:08.522273000Z,light,0
2023-12-06T21:34:06.338318000Z,light,0
2023-12-06T21:28:04.447740000Z,light,0
2023-12-06T21:22:02.467059000Z,light,0
2023-12-06T21:16:00.687931000Z,light,0
2023-12-06T21:09:58.293735000Z,light,0
2023-12-06T21:03:56.613734000Z,light,0
2023-12-06T20:57:54.516798000Z,light,0
2023-12-06T20:51:52.332603000Z,light,0
2023-12-06T20:45:50.657074000Z,light,0
2023-12-06T20:39:48.261164000Z,light,0
2023-12-06T20:33:46.268225000Z,light,0
2023-12-06T20:27:44.289764000Z,light,0
2023-12-06T20:21:41.388049000Z,light,0
2023-12-06T20:15:38.262964000Z,light,0
2023-12-06T20:09:36.789378000Z,light,0
2023-12-06T20:03:34.706782000Z,light,0
2023-12-06T19:57:32.513070000Z,light,0
